<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.03.23	07:00:00	1977.58	1980.77	1975.94	1976.90	5898	0	36
2023.03.23	08:00:00	1976.90	1983.36	1976.43	1978.00	5350	0	36
2023.03.23	09:00:00	1977.97	1983.40	1974.73	1976.69	9901	0	36
2023.03.23	10:00:00	1976.69	1978.65	1974.07	1976.33	9841	0	36
2023.03.23	11:00:00	1976.31	1978.64	1974.74	1977.92	6060	0	36
2023.03.23	12:00:00	1977.96	1980.56	1976.11	1977.56	5379	0	36
2023.03.23	13:00:00	1977.56	1978.50	1975.39	1978.25	4881	0	36
2023.03.23	14:00:00	1978.25	1980.19	1966.40	1971.78	11419	0	36
2023.03.23	15:00:00	1971.80	1984.84	1971.20	1983.87	15167	0	36
2023.03.23	16:00:00	1983.94	1984.30	1978.79	1978.89	13728	0	36
2023.03.23	17:00:00	1978.89	1986.89	1977.56	1983.89	12405	0	36
2023.03.23	18:00:00	1983.89	1995.05	1982.56	1994.07	11937	0	36
2023.03.23	19:00:00	1994.07	1999.56	1990.63	1999.48	10592	0	36
2023.03.23	20:00:00	1999.49	2003.16	1992.43	1993.18	11547	0	36
2023.03.23	21:00:00	1993.17	1999.02	1987.84	1997.71	17502	0	36
2023.03.23	22:00:00	1997.69	1998.73	1992.38	1993.37	2462	0	36
2023.03.24	00:00:00	1992.96	1993.41	1989.99	1991.79	1444	0	36
2023.03.24	01:00:00	1991.76	1992.98	1990.38	1991.12	1739	0	36
2023.03.24	02:00:00	1991.12	1994.34	1989.58	1993.56	4719	0	36
2023.03.24	03:00:00	1993.55	1994.73	1990.07	1990.55	7095	0	36
2023.03.24	04:00:00	1990.55	1993.18	1990.28	1991.48	4762	0	36
2023.03.24	05:00:00	1991.48	1993.32	1989.56	1992.60	3983	0	36
2023.03.24	06:00:00	1992.60	1993.05	1990.96	1993.04	2206	0	38
2023.03.24	07:00:00	1993.04	1993.12	1989.19	1990.34	4680	0	36
2023.03.24	08:00:00	1990.34	1990.80	1985.04	1985.86	4680	0	36
2023.03.24	09:00:00	1985.81	1989.94	1985.78	1989.29	4585	0	36
2023.03.24	10:00:00	1989.32	1992.68	1981.12	1985.29	10510	0	36
2023.03.24	11:00:00	1985.29	1994.69	1985.28	1994.20	8161	0	36
2023.03.24	12:00:00	1994.26	2000.13	1992.39	1993.58	11530	0	36
2023.03.24	13:00:00	1993.58	1995.89	1990.52	1995.66	8442	0	36
2023.03.24	14:00:00	1995.66	2002.76	1993.01	1998.73	13660	0	36
2023.03.24	15:00:00	1998.78	2001.69	1988.47	1989.37	22267	0	36
2023.03.24	16:00:00	1989.36	1998.23	1985.73	1994.31	19340	0	36
2023.03.24	17:00:00	1994.10	1995.57	1986.85	1987.10	13985	0	36
2023.03.24	18:00:00	1987.10	1990.44	1983.62	1986.66	12289	0	36
2023.03.24	19:00:00	1986.68	1987.04	1975.44	1979.60	11872	0	36
2023.03.24	20:00:00	1979.62	1979.75	1975.08	1978.18	6494	0	36
2023.03.24	21:00:00	1978.18	1979.43	1975.65	1975.84	5473	0	36
2023.03.24	22:00:00	1975.83	1979.17	1975.00	1977.97	2309	0	36
2023.03.27	00:00:00	1978.83	1979.00	1968.99	1973.71	2985	0	37
2023.03.27	01:00:00	1973.71	1976.61	1972.88	1975.58	2468	0	36
2023.03.27	02:00:00	1975.58	1975.99	1972.39	1973.52	5034	0	36
2023.03.27	03:00:00	1973.51	1978.54	1971.93	1974.25	8588	0	36
2023.03.27	04:00:00	1974.33	1976.94	1973.31	1976.72	5204	0	36
2023.03.27	05:00:00	1976.72	1976.85	1974.33	1974.47	3368	0	36
2023.03.27	06:00:00	1974.45	1975.36	1973.14	1973.54	2293	0	36
2023.03.27	07:00:00	1973.54	1973.78	1969.15	1969.94	4448	0	36
2023.03.27	08:00:00	1969.89	1971.68	1966.42	1969.54	6931	0	36
2023.03.27	09:00:00	1969.53	1972.46	1965.76	1970.69	8918	0	36
2023.03.27	10:00:00	1970.61	1972.04	1967.13	1968.17	5420	0	36
2023.03.27	11:00:00	1968.15	1968.51	1955.76	1955.84	7549	0	36
2023.03.27	12:00:00	1955.80	1957.13	1948.00	1949.59	7961	0	36
2023.03.27	13:00:00	1949.59	1954.91	1949.03	1954.01	5854	0	36
2023.03.27	14:00:00	1953.99	1958.04	1944.20	1945.52	10172	0	36
2023.03.27	15:00:00	1945.53	1950.68	1943.84	1949.00	13878	0	36
2023.03.27	16:00:00	1949.00	1956.57	1945.59	1954.04	12866	0	36
2023.03.27	17:00:00	1954.08	1958.57	1953.07	1956.71	7610	0	36
2023.03.27	18:00:00	1956.70	1959.25	1954.48	1955.69	6227	0	36
2023.03.27	19:00:00	1955.69	1956.06	1950.57	1952.53	7614	0	36
2023.03.27	20:00:00	1952.53	1956.58	1952.49	1955.86	4376	0	36
2023.03.27	21:00:00	1955.85	1958.07	1955.36	1956.76	4847	0	36
2023.03.27	22:00:00	1956.80	1957.47	1955.49	1956.12	1407	0	36
2023.03.28	00:00:00	1956.30	1957.94	1956.05	1957.04	1298	0	36
2023.03.28	01:00:00	1957.02	1958.11	1956.96	1957.95	1486	0	39
2023.03.28	02:00:00	1957.97	1960.63	1957.55	1959.18	4267	0	36
2023.03.28	03:00:00	1959.25	1963.85	1958.83	1962.45	4862	0	36
2023.03.28	04:00:00	1962.45	1962.53	1959.11	1960.06	3059	0	36
2023.03.28	05:00:00	1960.06	1960.95	1958.74	1959.51	2758	0	36
2023.03.28	06:00:00	1959.48	1959.94	1957.24	1957.61	3221	0	36
2023.03.28	07:00:00	1957.61	1960.70	1956.54	1959.31	3986	0	36
2023.03.28	08:00:00	1959.32	1959.38	1952.96	1954.81	7002	0	36
2023.03.28	09:00:00	1954.80	1956.74	1951.70	1953.81	7788	0	36
2023.03.28	10:00:00	1953.79	1955.77	1949.64	1950.11	6510	0	36
2023.03.28	11:00:00	1950.11	1953.67	1948.99	1953.62	5394	0	36
2023.03.28	12:00:00	1953.61	1957.14	1953.31	1956.52	5859	0	36
2023.03.28	13:00:00	1956.52	1958.41	1955.54	1956.81	5051	0	36
2023.03.28	14:00:00	1956.84	1967.18	1956.78	1965.10	11738	0	36
2023.03.28	15:00:00	1965.07	1965.78	1960.57	1963.15	13315	0	36
2023.03.28	16:00:00	1963.13	1969.85	1958.78	1968.97	12459	0	36
2023.03.28	17:00:00	1968.98	1969.72	1965.93	1966.48	7653	0	36
2023.03.28	18:00:00	1966.47	1969.16	1965.54	1968.89	5315	0	36
2023.03.28	19:00:00	1968.88	1974.95	1968.68	1974.37	6834	0	36
2023.03.28	20:00:00	1974.45	1974.98	1970.97	1973.08	4348	0	36
2023.03.28	21:00:00	1973.07	1975.14	1972.34	1973.18	4813	0	36
2023.03.28	22:00:00	1973.18	1973.97	1971.44	1973.27	1950	0	36
2023.03.29	00:00:00	1973.17	1974.18	1972.31	1972.95	1024	0	37
2023.03.29	01:00:00	1972.93	1973.55	1971.23	1971.79	1307	0	37
2023.03.29	02:00:00	1971.81	1972.68	1969.55	1970.26	3351	0	36
2023.03.29	03:00:00	1970.34	1971.69	1966.67	1968.96	4739	0	36
2023.03.29	04:00:00	1968.95	1970.10	1967.26	1968.29	3423	0	36
2023.03.29	05:00:00	1968.29	1968.98	1965.67	1966.27	2690	0	36
2023.03.29	06:00:00	1966.27	1968.74	1965.70	1966.06	2653	0	36
2023.03.29	07:00:00	1966.08	1967.50	1962.85	1962.85	3751	0	36
2023.03.29	08:00:00	1962.85	1963.41	1959.98	1961.93	5666	0	36
2023.03.29	09:00:00	1961.93	1964.59	1958.50	1961.54	6466	0	36
2023.03.29	10:00:00	1961.54	1964.48	1960.62	1964.15	4944	0	36
2023.03.29	11:00:00	1964.15	1967.87	1964.15	1967.15	4699	0	36
2023.03.29	12:00:00	1967.15	1968.99	1965.63	1967.63	4475	0	36
2023.03.29	13:00:00	1967.60	1968.33	1963.07	1966.57	5136	0	36
2023.03.29	14:00:00	1966.55	1968.53	1962.28	1964.72	9221	0	36
2023.03.29	15:00:00	1964.72	1968.01	1960.91	1965.53	9319	0	36
2023.03.29	16:00:00	1965.49	1971.57	1963.13	1968.98	10158	0	36
2023.03.29	17:00:00	1969.01	1969.27	1960.48	1961.70	8178	0	36
2023.03.29	18:00:00	1961.69	1965.49	1961.46	1964.90	5620	0	36
2023.03.29	19:00:00	1964.91	1969.06	1963.33	1968.88	4868	0	36
2023.03.29	20:00:00	1968.86	1968.96	1966.48	1966.75	3453	0	36
2023.03.29	21:00:00	1966.75	1966.75	1960.94	1962.99	4488	0	36
2023.03.29	22:00:00	1963.20	1964.46	1962.54	1964.17	1323	0	36
2023.03.30	00:00:00	1963.76	1964.77	1962.84	1964.20	1338	0	36
2023.03.30	01:00:00	1964.22	1964.24	1962.72	1963.06	1127	0	36
2023.03.30	02:00:00	1963.11	1963.39	1960.65	1961.30	3336	0	36
2023.03.30	03:00:00	1961.30	1961.84	1955.21	1958.96	5849	0	36
2023.03.30	04:00:00	1958.96	1960.10	1957.83	1958.21	3502	0	36
2023.03.30	05:00:00	1958.21	1960.80	1957.47	1959.46	3402	0	36
2023.03.30	06:00:00	1959.45	1961.26	1958.80	1960.69	2576	0	36
2023.03.30	07:00:00	1960.71	1965.30	1960.12	1964.39	4987	0	36
2023.03.30	08:00:00	1964.39	1969.29	1963.58	1968.54	6673	0	36
2023.03.30	09:00:00	1968.55	1971.37	1965.83	1966.53	7335	0	36
2023.03.30	10:00:00	1966.53	1968.45	1964.74	1967.76	6216	0	36
2023.03.30	11:00:00	1967.80	1968.44	1966.76	1967.26	4045	0	36
2023.03.30	12:00:00	1967.26	1970.85	1966.79	1968.71	4393	0	36
2023.03.30	13:00:00	1968.71	1971.02	1968.10	1968.50	4190	0	36
2023.03.30	14:00:00	1968.50	1975.28	1967.54	1970.13	11574	0	36
2023.03.30	15:00:00	1970.11	1970.93	1965.05	1966.49	12018	0	36
2023.03.30	16:00:00	1966.55	1972.20	1963.81	1971.96	10140	0	36
2023.03.30	17:00:00	1972.03	1975.05	1970.95	1974.58	8506	0	36
2023.03.30	18:00:00	1974.58	1984.13	1974.58	1982.98	8774	0	36
2023.03.30	19:00:00	1982.98	1983.33	1978.00	1979.73	6229	0	36
2023.03.30	20:00:00	1979.71	1981.72	1979.35	1981.26	3424	0	36
2023.03.30	21:00:00	1981.26	1982.97	1980.30	1981.11	4514	0	36
2023.03.30	22:00:00	1981.11	1981.77	1979.65	1980.21	1533	0	37
2023.03.31	00:00:00	1979.72	1980.34	1978.82	1978.92	842	0	36
2023.03.31	01:00:00	1978.91	1979.96	1977.78	1978.30	1563	0	37
2023.03.31	02:00:00	1978.30	1979.58	1977.50	1979.45	4193	0	36
2023.03.31	03:00:00	1979.44	1983.47	1978.92	1982.23	6627	0	36
2023.03.31	04:00:00	1982.19	1983.14	1980.58	1981.51	4152	0	36
2023.03.31	05:00:00	1981.51	1981.75	1980.59	1980.97	3206	0	36
2023.03.31	06:00:00	1980.97	1981.91	1980.03	1980.59	2101	0	36
2023.03.31	07:00:00	1980.60	1980.69	1977.91	1978.88	3610	0	36
2023.03.31	08:00:00	1978.88	1984.86	1978.88	1984.02	5370	0	36
2023.03.31	09:00:00	1984.01	1984.09	1974.69	1975.16	7182	0	36
2023.03.31	10:00:00	1975.17	1978.56	1973.06	1974.96	6825	0	36
2023.03.31	11:00:00	1975.00	1980.24	1975.00	1978.29	6534	0	36
2023.03.31	12:00:00	1978.27	1980.85	1976.87	1979.31	4365	0	36
2023.03.31	13:00:00	1979.32	1981.77	1979.21	1980.05	4534	0	36
2023.03.31	14:00:00	1980.06	1987.46	1976.06	1979.46	12222	0	36
2023.03.31	15:00:00	1979.46	1983.99	1974.79	1979.54	12911	0	36
2023.03.31	16:00:00	1979.40	1980.94	1975.10	1977.79	12434	0	36
2023.03.31	17:00:00	1977.79	1980.96	1974.76	1979.54	9379	0	36
2023.03.31	18:00:00	1979.54	1979.64	1975.13	1976.98	6233	0	36
2023.03.31	19:00:00	1976.98	1977.09	1966.71	1967.24	8006	0	36
2023.03.31	20:00:00	1967.26	1971.95	1967.09	1971.07	4844	0	36
2023.03.31	21:00:00	1971.21	1971.30	1968.12	1970.72	6337	0	36
2023.03.31	22:00:00	1970.70	1970.77	1968.25	1968.70	2285	0	36
2023.04.03	00:00:00	1971.52	1971.52	1959.91	1962.34	3750	0	36
2023.04.03	01:00:00	1962.34	1962.43	1956.89	1956.92	3002	0	36
2023.04.03	02:00:00	1956.92	1963.92	1956.61	1962.18	5431	0	36
2023.04.03	03:00:00	1962.17	1964.43	1958.27	1960.15	6336	0	36
2023.04.03	04:00:00	1960.15	1960.18	1952.29	1952.34	5339	0	36
2023.04.03	05:00:00	1952.36	1953.62	1949.57	1951.65	4825	0	36
2023.04.03	06:00:00	1951.59	1952.53	1950.33	1952.40	2521	0	38
2023.04.03	07:00:00	1952.42	1953.91	1951.27	1953.64	4415	0	38
2023.04.03	08:00:00	1953.64	1957.01	1950.59	1954.57	5797	0	36
2023.04.03	09:00:00	1954.59	1961.85	1953.08	1961.65	6728	0	36
2023.04.03	10:00:00	1961.63	1966.27	1961.03	1965.57	5124	0	36
2023.04.03	11:00:00	1965.59	1966.85	1962.86	1965.97	4543	0	36
2023.04.03	12:00:00	1965.96	1972.32	1965.78	1972.28	6183	0	36
2023.04.03	13:00:00	1972.29	1978.60	1970.99	1978.49	7916	0	36
2023.04.03	14:00:00	1978.44	1979.81	1975.56	1978.89	11565	0	36
2023.04.03	15:00:00	1978.96	1980.65	1972.18	1975.84	13582	0	36
2023.04.03	16:00:00	1977.40	1989.68	1977.40	1985.91	20404	0	36
2023.04.03	17:00:00	1985.91	1990.36	1983.72	1987.80	11762	0	36
2023.04.03	18:00:00	1987.80	1990.36	1986.64	1986.82	7671	0	36
2023.04.03	19:00:00	1986.85	1986.87	1981.68	1984.85	8187	0	36
2023.04.03	20:00:00	1984.85	1985.12	1982.01	1982.21	5496	0	36
2023.04.03	21:00:00	1982.36	1985.93	1982.08	1984.85	4731	0	36
2023.04.03	22:00:00	1984.85	1985.71	1983.42	1984.30	1271	0	36
2023.04.04	00:00:00	1983.97	1985.29	1983.30	1983.75	1131	0	37
2023.04.04	01:00:00	1983.74	1985.33	1983.33	1984.72	1280	0	36
2023.04.04	02:00:00	1984.72	1985.12	1982.02	1982.71	3586	0	36
2023.04.04	03:00:00	1982.71	1983.47	1977.61	1978.13	5305	0	36
2023.04.04	04:00:00	1978.13	1981.29	1977.92	1980.65	4087	0	36
2023.04.04	05:00:00	1980.65	1980.66	1977.69	1977.97	2769	0	36
2023.04.04	06:00:00	1977.97	1980.62	1977.71	1979.59	3661	0	36
2023.04.04	07:00:00	1979.59	1980.80	1978.00	1978.69	4102	0	36
2023.04.04	08:00:00	1978.69	1982.23	1976.78	1981.48	5804	0	36
2023.04.04	09:00:00	1981.48	1983.63	1978.58	1982.03	7288	0	36
2023.04.04	10:00:00	1982.03	1984.11	1980.11	1980.51	6497	0	36
2023.04.04	11:00:00	1980.51	1983.67	1980.04	1982.83	5233	0	36
2023.04.04	12:00:00	1982.83	1984.22	1981.18	1981.99	5224	0	36
2023.04.04	13:00:00	1981.99	1982.38	1978.33	1981.84	5933	0	36
2023.04.04	14:00:00	1981.84	1985.47	1981.34	1983.50	8608	0	36
2023.04.04	15:00:00	1983.48	1993.12	1983.26	1992.28	13252	0	36
2023.04.04	16:00:00	1992.24	2024.81	1992.24	2016.01	25970	0	36
2023.04.04	17:00:00	2016.09	2023.07	2015.45	2020.10	13844	0	36
2023.04.04	18:00:00	2020.10	2024.85	2019.45	2020.60	9633	0	36
2023.04.04	19:00:00	2020.62	2020.78	2017.67	2018.18	7033	0	36
2023.04.04	20:00:00	2018.18	2021.41	2017.67	2021.25	5322	0	36
2023.04.04	21:00:00	2021.12	2022.30	2020.18	2021.62	6071	0	36
2023.04.04	22:00:00	2021.63	2021.86	2019.92	2020.29	1637	0	36
2023.04.05	00:00:00	2019.98	2021.42	2019.54	2020.43	1695	0	36
2023.04.05	01:00:00	2020.51	2023.50	2020.43	2021.67	1887	0	36
2023.04.05	02:00:00	2021.65	2022.34	2019.27	2019.37	3579	0	36
2023.04.05	03:00:00	2019.46	2021.75	2019.46	2020.37	3668	0	36
2023.04.05	04:00:00	2020.35	2025.14	2020.01	2023.84	4779	0	36
2023.04.05	05:00:00	2023.84	2023.95	2021.70	2022.89	2864	0	36
2023.04.05	06:00:00	2022.89	2023.56	2021.96	2023.21	3362	0	36
2023.04.05	07:00:00	2023.21	2024.65	2022.58	2024.12	2755	0	37
2023.04.05	08:00:00	2024.12	2026.20	2022.79	2024.26	5461	0	36
2023.04.05	09:00:00	2024.27	2028.22	2022.75	2025.24	6679	0	36
2023.04.05	10:00:00	2025.27	2027.96	2023.08	2023.88	6031	0	36
2023.04.05	11:00:00	2023.88	2025.03	2021.67	2024.37	5420	0	36
2023.04.05	12:00:00	2024.39	2024.98	2021.61	2022.13	3903	0	36
2023.04.05	13:00:00	2022.13	2024.41	2021.37	2022.81	5128	0	36
2023.04.05	14:00:00	2022.81	2031.88	2022.08	2031.37	13816	0	36
2023.04.05	15:00:00	2031.41	2031.97	2020.83	2022.58	15945	0	36
2023.04.05	16:00:00	2022.58	2031.44	2009.86	2018.61	20881	0	36
2023.04.05	17:00:00	2018.61	2022.89	2015.74	2021.56	11458	0	36
2023.04.05	18:00:00	2021.63	2023.81	2019.47	2021.23	7224	0	36
2023.04.05	19:00:00	2021.20	2021.91	2018.95	2020.97	6417	0	36
2023.04.05	20:00:00	2020.97	2023.15	2020.51	2022.91	4216	0	36
2023.04.05	21:00:00	2022.94	2023.19	2020.51	2020.98	4207	0	36
2023.04.05	22:00:00	2020.96	2021.57	2019.91	2020.34	1292	0	36
2023.04.06	00:00:00	2020.31	2021.17	2018.52	2020.27	868	0	46
2023.04.06	01:00:00	2020.27	2020.90	2019.93	2020.13	811	0	36
2023.04.06	02:00:00	2020.13	2020.32	2016.78	2016.82	3465	0	36
2023.04.06	03:00:00	2016.94	2016.95	2012.27	2012.46	7150	0	36
2023.04.06	04:00:00	2012.57	2013.07	2007.79	2010.82	6101	0	36
2023.04.06	05:00:00	2010.82	2012.09	2009.94	2011.19	2834	0	36
2023.04.06	06:00:00	2011.19	2013.77	2010.34	2013.47	2806	0	36
2023.04.06	07:00:00	2013.47	2015.86	2011.85	2015.43	3324	0	36
2023.04.06	08:00:00	2015.47	2016.70	2011.62	2013.54	5894	0	36
2023.04.06	09:00:00	2013.54	2017.98	2012.52	2016.18	6909	0	36
2023.04.06	10:00:00	2016.18	2019.49	2014.64	2017.24	6131	0	36
2023.04.06	11:00:00	2017.26	2020.26	2016.97	2019.42	4798	0	36
2023.04.06	12:00:00	2019.44	2020.67	2017.41	2020.17	4597	0	36
2023.04.06	13:00:00	2020.18	2020.81	2016.95	2018.40	5033	0	36
2023.04.06	14:00:00	2018.34	2020.53	2011.07	2012.78	11621	0	36
2023.04.06	15:00:00	2012.78	2014.04	2000.68	2003.48	15107	0	36
2023.04.06	16:00:00	2003.48	2011.99	2001.24	2011.72	13242	0	36
2023.04.06	17:00:00	2011.67	2012.92	2008.97	2011.05	7877	0	36
2023.04.06	18:00:00	2011.09	2014.81	2010.61	2011.53	6148	0	36
2023.04.06	19:00:00	2011.53	2012.38	2008.57	2009.84	6366	0	36
2023.04.06	20:00:00	2009.84	2011.42	2008.08	2009.08	4522	0	36
2023.04.06	21:00:00	2009.09	2009.31	2006.04	2006.28	4116	0	36
2023.04.06	22:00:00	2006.25	2007.98	2005.58	2007.64	2050	0	36
2023.04.10	00:00:00	1989.48	2006.25	1989.48	2005.35	1703	0	36
2023.04.10	01:00:00	2005.35	2005.79	2004.56	2005.26	1650	0	36
2023.04.10	02:00:00	2005.39	2005.72	1997.45	1998.08	3573	0	36
2023.04.10	03:00:00	1998.09	2000.52	1995.31	1996.93	4795	0	36
2023.04.10	04:00:00	1996.97	1997.14	1988.66	1990.97	4538	0	36
2023.04.10	05:00:00	1990.97	1992.70	1990.16	1990.75	2261	0	36
2023.04.10	06:00:00	1990.84	1993.60	1989.45	1992.04	2250	0	36
2023.04.10	07:00:00	1991.96	1995.01	1991.17	1994.32	2235	0	36
2023.04.10	08:00:00	1994.31	1996.18	1991.52	1995.67	2769	0	36
2023.04.10	09:00:00	1995.66	1997.44	1994.84	1997.28	2955	0	36
2023.04.10	10:00:00	1997.28	1999.21	1995.77	1997.18	2674	0	36
2023.04.10	11:00:00	1997.18	2001.74	1996.80	2000.45	2561	0	36
2023.04.10	12:00:00	2000.45	2002.62	1999.66	2001.71	2749	0	36
2023.04.10	13:00:00	2001.71	2002.80	1999.83	2001.38	4202	0	36
2023.04.10	14:00:00	2001.39	2001.85	1988.91	1989.32	9258	0	36
2023.04.10	15:00:00	1989.32	1994.25	1986.03	1987.95	12501	0	36
2023.04.10	16:00:00	1988.09	1991.88	1981.46	1987.36	9839	0	36
2023.04.10	17:00:00	1987.43	1989.91	1987.04	1988.47	5985	0	36
2023.04.10	18:00:00	1988.46	1990.75	1986.97	1989.55	5038	0	36
2023.04.10	19:00:00	1989.54	1991.00	1987.85	1988.82	4074	0	36
2023.04.10	20:00:00	1988.84	1990.70	1987.44	1990.27	3463	0	36
2023.04.10	21:00:00	1990.27	1992.66	1990.07	1991.30	2928	0	36
2023.04.10	22:00:00	1991.32	1991.52	1990.64	1991.17	681	0	36
2023.04.11	00:00:00	1990.86	1991.35	1990.23	1991.21	933	0	36
2023.04.11	01:00:00	1991.21	1992.36	1990.90	1992.22	844	0	36
2023.04.11	02:00:00	1992.12	1995.20	1992.12	1993.04	2942	0	36
2023.04.11	03:00:00	1993.04	1993.32	1988.62	1991.02	4748	0	36
2023.04.11	04:00:00	1991.01	1997.82	1990.91	1997.64	4401	0	36
2023.04.11	05:00:00	1997.59	1998.03	1996.28	1997.32	2716	0	36
2023.04.11	06:00:00	1997.31	1999.89	1997.17	1999.66	2577	0	36
2023.04.11	07:00:00	1999.66	2001.38	1998.47	1998.86	3753	0	36
2023.04.11	08:00:00	1998.86	2001.73	1998.20	1999.08	4899	0	36
2023.04.11	09:00:00	1999.06	2003.56	1997.64	2001.92	5435	0	36
2023.04.11	10:00:00	2001.91	2007.30	2001.08	2004.43	5148	0	36
2023.04.11	11:00:00	2004.43	2005.23	2002.34	2004.38	3959	0	36
2023.04.11	12:00:00	2004.38	2004.86	2001.34	2004.26	4503	0	36
2023.04.11	13:00:00	2004.26	2004.26	1999.23	2000.31	4745	0	36
2023.04.11	14:00:00	2000.30	2002.39	1998.20	1998.41	6298	0	36
2023.04.11	15:00:00	1998.41	2002.24	1995.41	2001.33	9629	0	36
2023.04.11	16:00:00	2001.28	2004.51	1999.49	2002.28	8963	0	36
2023.04.11	17:00:00	2002.32	2006.09	2001.43	2003.98	6783	0	36
2023.04.11	18:00:00	2003.97	2006.38	2003.77	2006.06	5266	0	36
2023.04.11	19:00:00	2006.06	2006.28	2000.84	2005.44	4707	0	36
2023.04.11	20:00:00	2005.44	2005.74	2003.81	2004.34	3250	0	36
2023.04.11	21:00:00	2004.37	2006.61	2003.36	2003.89	3720	0	36
2023.04.11	22:00:00	2003.99	2004.53	2002.75	2003.25	1008	0	36
2023.04.12	00:00:00	2003.19	2004.17	2002.76	2003.71	650	0	36
2023.04.12	01:00:00	2003.71	2004.92	2003.23	2004.57	716	0	39
2023.04.12	02:00:00	2004.57	2005.38	2003.81	2005.33	1839	0	36
2023.04.12	03:00:00	2005.25	2014.98	2003.77	2014.52	5540	0	36
2023.04.12	04:00:00	2014.55	2019.22	2013.64	2014.79	5091	0	36
2023.04.12	05:00:00	2014.73	2018.11	2013.99	2017.12	3599	0	36
2023.04.12	06:00:00	2017.12	2020.94	2016.86	2020.19	2502	0	36
2023.04.12	07:00:00	2020.23	2020.67	2017.45	2018.07	3459	0	36
2023.04.12	08:00:00	2017.99	2018.65	2013.33	2015.46	4983	0	36
2023.04.12	09:00:00	2015.50	2016.43	2011.46	2012.83	4575	0	36
2023.04.12	10:00:00	2012.83	2013.45	2008.76	2008.89	4219	0	36
2023.04.12	11:00:00	2008.87	2011.44	2008.39	2010.68	3924	0	36
2023.04.12	12:00:00	2010.61	2011.37	2007.08	2008.66	3076	0	36
2023.04.12	13:00:00	2008.66	2010.12	2007.15	2007.56	3086	0	36
2023.04.12	14:00:00	2007.56	2028.19	2006.08	2022.06	14778	0	36
2023.04.12	15:00:00	2022.11	2023.68	2001.20	2007.61	19352	0	36
2023.04.12	16:00:00	2007.70	2012.94	2002.93	2006.80	14869	0	36
2023.04.12	17:00:00	2006.81	2009.30	2005.46	2005.65	7344	0	36
2023.04.12	18:00:00	2005.65	2009.16	2005.06	2007.69	5078	0	36
2023.04.12	19:00:00	2007.69	2012.43	2006.19	2011.32	6277	0	36
2023.04.12	20:00:00	2011.32	2016.77	2011.13	2015.59	7678	0	36
2023.04.12	21:00:00	2015.61	2017.93	2012.94	2013.45	4821	0	36
2023.04.12	22:00:00	2013.62	2014.83	2013.07	2014.68	1419	0	36
2023.04.13	00:00:00	2014.12	2015.00	2013.43	2015.00	778	0	43
2023.04.13	01:00:00	2015.00	2018.35	2014.95	2018.04	1534	0	37
2023.04.13	02:00:00	2018.00	2019.67	2016.39	2017.70	3809	0	36
2023.04.13	03:00:00	2017.78	2019.08	2015.68	2017.73	4837	0	36
2023.04.13	04:00:00	2017.73	2019.18	2016.17	2017.69	4052	0	36
2023.04.13	05:00:00	2017.65	2017.77	2015.54	2017.30	3168	0	36
2023.04.13	06:00:00	2017.34	2019.31	2017.23	2018.27	2621	0	36
2023.04.13	07:00:00	2018.29	2019.00	2015.11	2015.12	3604	0	36
2023.04.13	08:00:00	2015.12	2023.15	2015.02	2020.33	5061	0	36
2023.04.13	09:00:00	2020.34	2025.51	2020.34	2024.35	4930	0	36
2023.04.13	10:00:00	2024.35	2029.04	2024.26	2026.42	5475	0	36
2023.04.13	11:00:00	2026.40	2028.48	2025.49	2026.42	3283	0	36
2023.04.13	12:00:00	2026.45	2027.83	2024.88	2026.54	3765	0	36
2023.04.13	13:00:00	2026.54	2028.48	2025.29	2028.41	4180	0	36
2023.04.13	14:00:00	2028.42	2045.68	2026.39	2044.82	12714	0	36
2023.04.13	15:00:00	2044.98	2046.90	2039.53	2046.33	13378	0	36
2023.04.13	16:00:00	2046.40	2048.53	2033.44	2034.00	11809	0	36
2023.04.13	17:00:00	2034.04	2042.24	2033.83	2038.80	7518	0	36
2023.04.13	18:00:00	2038.80	2040.40	2037.15	2039.97	5201	0	36
2023.04.13	19:00:00	2040.03	2043.91	2039.00	2043.54	5365	0	36
2023.04.13	20:00:00	2043.54	2043.82	2037.36	2038.22	4571	0	36
2023.04.13	21:00:00	2038.22	2040.65	2036.36	2040.26	4108	0	36
2023.04.13	22:00:00	2040.36	2040.89	2039.63	2039.94	856	0	36
2023.04.14	00:00:00	2039.82	2040.47	2039.63	2039.96	577	0	36
2023.04.14	01:00:00	2039.96	2040.04	2038.53	2039.57	1009	0	36
2023.04.14	02:00:00	2039.54	2043.40	2038.45	2041.73	2896	0	36
2023.04.14	03:00:00	2041.71	2045.85	2040.91	2045.80	4204	0	36
2023.04.14	04:00:00	2045.80	2047.23	2044.71	2045.86	3196	0	36
2023.04.14	05:00:00	2045.85	2045.85	2042.86	2044.89	2940	0	36
2023.04.14	06:00:00	2044.89	2046.26	2042.31	2043.02	1653	0	36
2023.04.14	07:00:00	2043.07	2043.37	2039.42	2042.55	3463	0	36
2023.04.14	08:00:00	2042.59	2044.13	2040.54	2041.21	3713	0	36
2023.04.14	09:00:00	2041.21	2041.28	2036.41	2039.08	4432	0	36
