<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.24	06:00:00	1836.36	1837.80	1836.03	1837.69	1550	0	37
2022.01.24	07:00:00	1837.70	1839.42	1836.64	1838.62	2915	0	37
2022.01.24	08:00:00	1838.62	1839.16	1836.58	1837.42	4191	0	37
2022.01.24	09:00:00	1837.42	1839.36	1836.27	1837.79	4315	0	37
2022.01.24	10:00:00	1837.78	1841.56	1837.52	1840.33	7620	0	37
2022.01.24	11:00:00	1840.33	1844.13	1840.33	1840.98	5658	0	37
2022.01.24	12:00:00	1840.98	1842.01	1837.37	1839.75	7321	0	37
2022.01.24	13:00:00	1839.82	1840.23	1836.94	1838.02	5199	0	37
2022.01.24	14:00:00	1838.02	1840.76	1836.27	1838.39	6286	0	37
2022.01.24	15:00:00	1838.42	1842.86	1834.43	1835.15	11559	0	37
2022.01.24	16:00:00	1835.18	1840.98	1832.49	1833.95	15231	0	37
2022.01.24	17:00:00	1833.94	1835.86	1829.50	1834.31	16188	0	37
2022.01.24	18:00:00	1834.31	1835.19	1832.38	1834.79	11708	0	37
2022.01.24	19:00:00	1834.79	1838.46	1833.31	1838.29	8687	0	37
2022.01.24	20:00:00	1838.30	1842.90	1837.57	1840.94	10049	0	37
2022.01.24	21:00:00	1840.94	1842.40	1838.37	1838.57	8653	0	37
2022.01.24	22:00:00	1838.55	1842.18	1837.60	1841.38	9074	0	37
2022.01.24	23:00:00	1841.37	1843.87	1841.11	1842.79	1857	0	37
2022.01.25	01:00:00	1842.26	1843.49	1841.93	1843.46	1706	0	37
2022.01.25	02:00:00	1843.48	1843.50	1841.91	1842.05	3048	0	38
2022.01.25	03:00:00	1842.05	1842.98	1839.89	1839.96	7520	0	37
2022.01.25	04:00:00	1839.95	1841.08	1839.27	1840.09	4541	0	37
2022.01.25	05:00:00	1840.09	1842.06	1839.96	1842.06	2634	0	37
2022.01.25	06:00:00	1842.06	1842.87	1841.50	1841.81	2316	0	37
2022.01.25	07:00:00	1841.83	1842.84	1841.03	1841.52	2409	0	37
2022.01.25	08:00:00	1841.55	1842.56	1840.53	1841.24	3402	0	37
2022.01.25	09:00:00	1841.22	1843.18	1840.19	1840.64	5561	0	37
2022.01.25	10:00:00	1840.64	1843.01	1838.56	1838.64	6764	0	37
2022.01.25	11:00:00	1838.64	1839.12	1836.77	1837.90	6843	0	37
2022.01.25	12:00:00	1837.88	1838.77	1834.77	1837.58	5872	0	37
2022.01.25	13:00:00	1837.56	1839.43	1836.83	1837.49	5455	0	37
2022.01.25	14:00:00	1837.49	1840.26	1837.42	1839.74	4840	0	37
2022.01.25	15:00:00	1839.78	1842.89	1837.89	1842.53	9110	0	37
2022.01.25	16:00:00	1842.52	1852.65	1839.18	1850.15	12657	0	37
2022.01.25	17:00:00	1850.15	1851.17	1840.92	1846.78	15561	0	37
2022.01.25	18:00:00	1846.76	1849.52	1844.94	1849.25	10390	0	37
2022.01.25	19:00:00	1849.25	1850.22	1847.40	1849.58	7396	0	37
2022.01.25	20:00:00	1849.61	1852.43	1849.60	1852.00	8077	0	37
2022.01.25	21:00:00	1852.00	1853.68	1851.30	1851.56	3996	0	37
2022.01.25	22:00:00	1851.56	1851.77	1846.84	1847.25	4339	0	37
2022.01.25	23:00:00	1847.28	1847.99	1846.82	1847.74	1880	0	37
2022.01.26	01:00:00	1847.71	1849.89	1847.22	1849.33	2030	0	41
2022.01.26	02:00:00	1849.29	1849.37	1848.18	1848.28	1618	0	37
2022.01.26	03:00:00	1848.30	1848.43	1846.34	1847.75	3217	0	37
2022.01.26	04:00:00	1847.75	1848.79	1847.14	1847.48	3066	0	37
2022.01.26	05:00:00	1847.47	1848.04	1846.48	1846.88	1920	0	37
2022.01.26	06:00:00	1846.88	1847.50	1846.48	1847.28	1249	0	37
2022.01.26	07:00:00	1847.28	1848.08	1846.47	1847.41	2820	0	37
2022.01.26	08:00:00	1847.42	1848.51	1846.07	1846.36	3765	0	37
2022.01.26	09:00:00	1846.34	1847.03	1843.61	1843.79	3648	0	37
2022.01.26	10:00:00	1843.79	1846.12	1843.70	1845.34	5930	0	37
2022.01.26	11:00:00	1845.34	1847.62	1844.30	1846.76	3969	0	37
2022.01.26	12:00:00	1846.75	1847.46	1844.92	1846.68	4525	0	37
2022.01.26	13:00:00	1846.68	1847.17	1842.66	1842.98	3447	0	37
2022.01.26	14:00:00	1843.01	1847.06	1842.49	1846.63	6052	0	37
2022.01.26	15:00:00	1846.63	1847.90	1842.81	1843.88	9730	0	37
2022.01.26	16:00:00	1843.89	1844.06	1831.10	1835.93	13400	0	37
2022.01.26	17:00:00	1835.93	1838.44	1832.02	1833.92	11103	0	37
2022.01.26	18:00:00	1833.96	1834.29	1831.38	1831.67	7126	0	37
2022.01.26	19:00:00	1831.66	1832.61	1828.77	1830.14	6114	0	37
2022.01.26	20:00:00	1830.14	1831.64	1828.82	1828.88	5608	0	37
2022.01.26	21:00:00	1828.86	1833.12	1815.46	1819.37	21678	0	37
2022.01.26	22:00:00	1819.35	1820.44	1814.78	1817.54	17667	0	37
2022.01.26	23:00:00	1817.55	1819.42	1816.22	1819.29	4155	0	37
2022.01.27	01:00:00	1819.55	1821.96	1819.03	1821.77	2634	0	37
2022.01.27	02:00:00	1821.78	1821.80	1818.20	1820.63	3556	0	37
2022.01.27	03:00:00	1820.64	1820.82	1814.95	1815.48	9034	0	37
2022.01.27	04:00:00	1815.50	1817.86	1812.82	1816.27	6839	0	37
2022.01.27	05:00:00	1816.29	1817.11	1814.54	1815.82	5625	0	37
2022.01.27	06:00:00	1815.81	1816.34	1814.57	1815.66	2715	0	37
2022.01.27	07:00:00	1815.66	1816.31	1812.07	1812.52	5753	0	37
2022.01.27	08:00:00	1812.49	1813.37	1809.82	1810.55	8813	0	37
2022.01.27	09:00:00	1810.55	1815.77	1810.25	1810.75	6409	0	37
2022.01.27	10:00:00	1810.72	1814.66	1809.38	1814.22	8762	0	37
2022.01.27	11:00:00	1814.22	1816.50	1813.35	1815.84	6647	0	37
2022.01.27	12:00:00	1815.84	1816.68	1811.28	1811.51	6490	0	37
2022.01.27	13:00:00	1811.52	1811.57	1807.43	1811.22	7283	0	37
2022.01.27	14:00:00	1811.23	1813.59	1806.35	1806.94	8890	0	37
2022.01.27	15:00:00	1806.88	1809.32	1797.85	1799.75	14134	0	37
2022.01.27	16:00:00	1799.73	1810.28	1797.28	1805.44	16560	0	37
2022.01.27	17:00:00	1805.44	1807.44	1795.53	1796.30	13005	0	37
2022.01.27	18:00:00	1796.30	1798.29	1791.71	1793.11	9898	0	37
2022.01.27	19:00:00	1793.11	1795.53	1791.68	1792.32	7206	0	37
2022.01.27	20:00:00	1792.30	1795.53	1791.63	1794.17	8184	0	37
2022.01.27	21:00:00	1794.19	1796.10	1792.77	1792.79	5440	0	37
2022.01.27	22:00:00	1792.80	1795.60	1792.05	1794.78	6527	0	37
2022.01.27	23:00:00	1794.80	1797.26	1794.77	1797.19	2635	0	37
2022.01.28	01:00:00	1796.68	1798.08	1796.44	1797.09	2525	0	37
2022.01.28	02:00:00	1797.08	1797.11	1794.90	1797.01	2982	0	37
2022.01.28	03:00:00	1797.07	1799.16	1796.12	1798.49	5889	0	37
2022.01.28	04:00:00	1798.50	1798.69	1797.39	1798.50	2174	0	37
2022.01.28	05:00:00	1798.48	1799.26	1798.31	1798.96	2092	0	37
2022.01.28	06:00:00	1798.95	1799.24	1797.64	1798.48	3204	0	37
2022.01.28	07:00:00	1798.47	1798.64	1796.92	1797.36	4726	0	37
2022.01.28	08:00:00	1797.31	1798.52	1796.66	1797.10	6746	0	37
2022.01.28	09:00:00	1797.08	1797.59	1795.57	1795.84	6079	0	37
2022.01.28	10:00:00	1795.84	1795.84	1791.73	1792.17	6999	0	37
2022.01.28	11:00:00	1792.18	1792.79	1789.78	1791.18	6437	0	37
2022.01.28	12:00:00	1791.18	1791.56	1786.32	1786.97	5356	0	37
2022.01.28	13:00:00	1786.99	1787.40	1780.10	1785.46	7392	0	37
2022.01.28	14:00:00	1785.46	1790.42	1784.47	1785.74	6149	0	37
2022.01.28	15:00:00	1785.74	1792.52	1784.30	1786.22	14344	0	37
2022.01.28	16:00:00	1786.22	1789.48	1780.52	1786.38	14150	0	37
2022.01.28	17:00:00	1786.38	1792.90	1781.72	1782.65	13368	0	37
2022.01.28	18:00:00	1782.65	1786.26	1782.08	1785.12	10012	0	37
2022.01.28	19:00:00	1785.11	1785.66	1781.75	1783.84	6897	0	37
2022.01.28	20:00:00	1783.84	1788.15	1783.84	1786.54	6323	0	0
2022.01.28	21:00:00	1786.54	1787.02	1784.20	1786.85	3744	0	0
2022.01.28	22:00:00	1786.85	1789.36	1786.62	1788.58	4501	0	0
2022.01.28	23:00:00	1788.59	1791.89	1788.32	1791.48	1354	0	0
2022.01.31	01:00:00	1790.98	1791.43	1788.16	1789.37	3043	0	37
2022.01.31	02:00:00	1789.37	1789.80	1787.04	1787.06	2480	0	37
2022.01.31	03:00:00	1787.07	1790.15	1786.15	1790.12	3395	0	37
2022.01.31	04:00:00	1790.12	1790.12	1787.61	1788.37	2781	0	37
2022.01.31	05:00:00	1788.37	1788.57	1786.40	1786.92	3026	0	37
2022.01.31	06:00:00	1786.93	1787.27	1785.40	1787.09	2761	0	37
2022.01.31	07:00:00	1787.09	1789.22	1786.48	1789.05	2424	0	37
2022.01.31	08:00:00	1789.03	1789.18	1787.92	1788.31	2403	0	37
2022.01.31	09:00:00	1788.31	1789.06	1785.86	1788.73	4452	0	37
2022.01.31	10:00:00	1788.76	1792.28	1786.88	1790.47	5566	0	37
2022.01.31	11:00:00	1790.47	1792.33	1788.71	1789.36	3633	0	37
2022.01.31	12:00:00	1789.35	1791.99	1788.24	1791.74	4306	0	37
2022.01.31	13:00:00	1791.74	1793.48	1789.34	1792.13	3512	0	37
2022.01.31	14:00:00	1792.13	1792.31	1790.31	1791.81	4712	0	37
2022.01.31	15:00:00	1791.85	1798.06	1789.41	1797.50	10781	0	37
2022.01.31	16:00:00	1797.51	1799.52	1795.06	1795.59	8967	0	37
2022.01.31	17:00:00	1795.61	1797.37	1792.97	1796.13	10142	0	37
2022.01.31	18:00:00	1796.16	1798.02	1795.12	1797.00	8132	0	37
2022.01.31	19:00:00	1797.04	1798.58	1794.70	1796.78	4775	0	37
2022.01.31	20:00:00	1796.78	1797.84	1794.79	1797.74	5217	0	37
2022.01.31	21:00:00	1797.74	1799.69	1797.67	1798.28	3747	0	37
2022.01.31	22:00:00	1798.26	1799.56	1796.17	1799.35	5080	0	37
2022.01.31	23:00:00	1799.40	1799.43	1796.68	1796.92	2769	0	37
2022.02.01	01:00:00	1797.65	1797.99	1797.12	1797.69	1167	0	37
2022.02.01	02:00:00	1797.66	1797.66	1796.39	1796.61	1711	0	37
2022.02.01	03:00:00	1796.60	1799.22	1796.44	1797.36	2194	0	37
2022.02.01	04:00:00	1797.36	1797.89	1796.55	1797.62	2021	0	37
2022.02.01	05:00:00	1797.62	1797.95	1795.56	1796.44	3421	0	37
2022.02.01	06:00:00	1796.44	1799.35	1796.15	1799.25	3282	0	37
2022.02.01	07:00:00	1799.19	1803.33	1799.12	1802.57	2802	0	37
2022.02.01	08:00:00	1802.57	1803.14	1800.97	1801.38	2350	0	37
2022.02.01	09:00:00	1801.39	1804.24	1801.39	1803.85	4343	0	37
2022.02.01	10:00:00	1803.84	1804.74	1801.71	1804.55	5880	0	37
2022.02.01	11:00:00	1804.52	1806.63	1804.44	1805.37	4965	0	37
2022.02.01	12:00:00	1805.37	1807.47	1805.30	1806.43	3798	0	37
2022.02.01	13:00:00	1806.43	1808.11	1805.67	1806.03	3282	0	37
2022.02.01	14:00:00	1806.05	1808.12	1803.64	1804.33	4608	0	37
2022.02.01	15:00:00	1804.38	1808.61	1802.04	1804.10	10484	0	37
2022.02.01	16:00:00	1804.10	1805.85	1800.33	1802.22	12530	0	37
2022.02.01	17:00:00	1802.28	1806.97	1797.64	1804.22	15127	0	37
2022.02.01	18:00:00	1804.22	1807.73	1803.21	1803.67	8985	0	37
2022.02.01	19:00:00	1803.67	1804.10	1801.36	1802.56	5408	0	37
2022.02.01	20:00:00	1802.56	1802.89	1800.46	1800.80	3636	0	37
2022.02.01	21:00:00	1800.80	1802.00	1799.22	1799.30	3319	0	37
2022.02.01	22:00:00	1799.21	1801.27	1798.43	1800.95	4877	0	37
2022.02.01	23:00:00	1800.88	1802.18	1800.58	1800.93	2169	0	37
2022.02.02	01:00:00	1800.01	1801.01	1800.01	1800.61	950	0	41
2022.02.02	02:00:00	1800.57	1801.22	1799.33	1801.18	1688	0	37
2022.02.02	03:00:00	1801.15	1801.47	1800.23	1800.24	1672	0	37
2022.02.02	04:00:00	1800.19	1800.55	1798.38	1798.54	1616	0	37
2022.02.02	05:00:00	1798.50	1798.52	1797.15	1797.51	1360	0	37
2022.02.02	06:00:00	1797.51	1798.50	1797.07	1797.38	1737	0	37
2022.02.02	07:00:00	1797.38	1798.79	1796.96	1798.34	1688	0	37
2022.02.02	08:00:00	1798.34	1798.76	1796.42	1797.56	1988	0	37
2022.02.02	09:00:00	1797.56	1798.87	1794.24	1796.57	4309	0	37
2022.02.02	10:00:00	1796.57	1799.96	1796.21	1798.62	5554	0	37
2022.02.02	11:00:00	1798.60	1802.20	1798.01	1802.02	4084	0	37
2022.02.02	12:00:00	1802.04	1803.54	1801.43	1802.52	4568	0	37
2022.02.02	13:00:00	1802.52	1803.52	1801.57	1802.68	3367	0	37
2022.02.02	14:00:00	1802.68	1804.80	1802.63	1804.13	3325	0	37
2022.02.02	15:00:00	1804.12	1807.88	1801.00	1801.00	9635	0	37
2022.02.02	16:00:00	1801.06	1805.37	1800.41	1803.10	10954	0	37
2022.02.02	17:00:00	1803.21	1810.50	1802.56	1808.35	10730	0	37
2022.02.02	18:00:00	1808.34	1809.80	1807.23	1808.74	6261	0	37
2022.02.02	19:00:00	1808.74	1810.63	1808.36	1809.92	3900	0	37
2022.02.02	20:00:00	1809.89	1810.43	1807.70	1808.98	3922	0	37
2022.02.02	21:00:00	1809.01	1809.01	1807.16	1807.39	2683	0	37
2022.02.02	22:00:00	1807.39	1808.12	1805.01	1807.46	3398	0	37
2022.02.02	23:00:00	1807.44	1807.50	1806.25	1806.56	2312	0	37
2022.02.03	01:00:00	1806.67	1807.80	1806.52	1807.76	692	0	37
2022.02.03	02:00:00	1807.75	1807.75	1806.91	1807.25	1311	0	37
2022.02.03	03:00:00	1807.28	1808.48	1805.76	1808.48	2226	0	37
2022.02.03	04:00:00	1808.48	1808.78	1806.07	1806.37	1616	0	37
2022.02.03	05:00:00	1806.36	1807.56	1806.01	1806.89	2176	0	37
2022.02.03	06:00:00	1806.89	1807.06	1805.97	1806.38	1346	0	37
2022.02.03	07:00:00	1806.36	1806.67	1805.35	1806.61	1344	0	37
2022.02.03	08:00:00	1806.61	1806.70	1804.73	1805.17	2190	0	37
2022.02.03	09:00:00	1805.18	1805.86	1802.96	1804.38	3147	0	37
2022.02.03	10:00:00	1804.38	1805.06	1802.56	1805.02	4534	0	37
2022.02.03	11:00:00	1805.02	1805.91	1802.90	1803.23	3353	0	37
2022.02.03	12:00:00	1803.28	1804.04	1802.05	1803.02	3357	0	37
2022.02.03	13:00:00	1803.02	1804.97	1802.21	1804.02	3173	0	37
2022.02.03	14:00:00	1804.02	1804.61	1800.43	1801.87	9573	0	37
2022.02.03	15:00:00	1801.85	1804.54	1799.82	1802.32	11701	0	37
2022.02.03	16:00:00	1802.38	1804.94	1788.41	1791.25	18182	0	37
2022.02.03	17:00:00	1791.25	1804.00	1790.08	1802.90	15106	0	37
2022.02.03	18:00:00	1802.88	1807.51	1800.93	1806.71	9126	0	37
2022.02.03	19:00:00	1806.75	1806.95	1803.38	1803.88	6178	0	37
2022.02.03	20:00:00	1803.88	1805.27	1803.06	1805.18	4643	0	37
2022.02.03	21:00:00	1805.19	1806.52	1804.39	1804.94	3345	0	37
2022.02.03	22:00:00	1804.95	1806.23	1804.91	1805.04	2592	0	37
2022.02.03	23:00:00	1805.06	1806.12	1804.39	1804.57	1934	0	37
2022.02.04	01:00:00	1804.70	1806.35	1804.58	1805.55	1594	0	37
2022.02.04	02:00:00	1805.55	1806.03	1804.83	1805.74	2188	0	37
2022.02.04	03:00:00	1805.71	1807.18	1805.70	1807.02	2316	0	37
2022.02.04	04:00:00	1807.02	1807.39	1805.71	1805.97	1692	0	37
2022.02.04	05:00:00	1805.97	1806.74	1805.63	1806.36	1283	0	37
2022.02.04	06:00:00	1806.39	1807.80	1806.22	1806.40	1782	0	37
2022.02.04	07:00:00	1806.40	1807.30	1806.21	1806.40	1499	0	37
2022.02.04	08:00:00	1806.40	1807.07	1805.66	1806.90	2076	0	37
2022.02.04	09:00:00	1806.90	1809.01	1806.05	1807.18	4643	0	37
2022.02.04	10:00:00	1807.21	1809.85	1806.08	1808.46	5793	0	37
2022.02.04	11:00:00	1808.46	1811.72	1808.22	1810.78	3933	0	37
2022.02.04	12:00:00	1810.81	1814.33	1810.72	1813.13	4990	0	37
2022.02.04	13:00:00	1813.13	1813.37	1809.57	1810.83	3989	0	37
2022.02.04	14:00:00	1810.84	1812.25	1809.81	1810.81	4153	0	37
2022.02.04	15:00:00	1810.81	1814.72	1794.76	1795.25	14575	0	37
2022.02.04	16:00:00	1795.24	1806.99	1791.97	1804.13	15802	0	37
2022.02.04	17:00:00	1804.15	1810.20	1803.29	1803.72	12430	0	37
2022.02.04	18:00:00	1803.73	1807.76	1802.96	1806.70	7810	0	37
2022.02.04	19:00:00	1806.72	1808.56	1805.44	1806.25	4048	0	37
2022.02.04	20:00:00	1806.27	1807.89	1805.86	1807.45	3722	0	37
2022.02.04	21:00:00	1807.45	1808.44	1805.72	1806.71	2222	0	37
2022.02.04	22:00:00	1806.71	1808.02	1805.89	1807.92	3245	0	37
2022.02.04	23:00:00	1807.91	1808.11	1806.70	1807.71	1212	0	37
2022.02.07	01:00:00	1807.07	1811.34	1806.52	1809.88	2928	0	37
2022.02.07	02:00:00	1809.88	1813.30	1809.88	1812.95	3291	0	37
2022.02.07	03:00:00	1813.05	1815.17	1808.59	1810.20	8112	0	37
2022.02.07	04:00:00	1810.20	1810.95	1809.36	1809.47	3309	0	37
2022.02.07	05:00:00	1809.47	1810.71	1809.09	1809.67	2556	0	37
2022.02.07	06:00:00	1809.67	1810.76	1809.57	1810.34	1573	0	37
2022.02.07	07:00:00	1810.31	1810.72	1809.30	1810.16	2364	0	37
2022.02.07	08:00:00	1810.16	1811.09	1808.56	1809.39	3099	0	37
2022.02.07	09:00:00	1809.39	1812.84	1809.33	1812.84	3881	0	37
2022.02.07	10:00:00	1812.98	1814.00	1809.89	1812.88	5987	0	37
2022.02.07	11:00:00	1812.88	1813.28	1810.97	1812.25	4825	0	37
2022.02.07	12:00:00	1812.27	1812.33	1810.11	1810.22	4218	0	37
2022.02.07	13:00:00	1810.22	1813.80	1810.19	1813.44	4181	0	37
2022.02.07	14:00:00	1813.44	1814.07	1811.79	1813.05	3962	0	37
2022.02.07	15:00:00	1813.07	1816.98	1811.17	1813.38	9596	0	37
2022.02.07	16:00:00	1813.38	1815.84	1812.36	1813.82	8680	0	37
2022.02.07	17:00:00	1813.82	1816.40	1811.66	1815.70	8655	0	37
2022.02.07	18:00:00	1815.70	1818.26	1814.14	1817.19	6987	0	37
2022.02.07	19:00:00	1817.19	1819.99	1816.77	1819.79	4516	0	37
2022.02.07	20:00:00	1819.79	1821.08	1819.41	1820.98	3055	0	37
2022.02.07	21:00:00	1820.98	1823.40	1820.59	1822.18	4032	0	37
2022.02.07	22:00:00	1822.18	1822.50	1820.09	1821.36	2551	0	37
2022.02.07	23:00:00	1821.36	1821.79	1820.12	1820.16	1041	0	37
2022.02.08	01:00:00	1820.22	1821.90	1819.98	1821.85	1321	0	37
2022.02.08	02:00:00	1821.83	1821.85	1820.13	1820.51	1598	0	37
2022.02.08	03:00:00	1820.53	1822.16	1820.08	1821.99	3932	0	37
2022.02.08	04:00:00	1821.96	1823.10	1821.51	1821.93	3233	0	37
2022.02.08	05:00:00	1821.95	1823.13	1821.62	1821.72	2227	0	37
2022.02.08	06:00:00	1821.73	1822.21	1820.86	1821.22	1563	0	37
2022.02.08	07:00:00	1821.21	1821.38	1818.77	1820.13	3568	0	37
2022.02.08	08:00:00	1820.13	1820.82	1819.30	1819.38	3170	0	37
2022.02.08	09:00:00	1819.38	1819.86	1815.25	1817.21	4704	0	37
2022.02.08	10:00:00	1817.16	1820.32	1817.04	1819.14	4515	0	37
2022.02.08	11:00:00	1819.14	1819.88	1817.34	1819.68	3085	0	37
2022.02.08	12:00:00	1819.68	1820.88	1818.41	1818.91	2678	0	37
2022.02.08	13:00:00	1818.91	1819.20	1817.24	1817.94	3147	0	37
2022.02.08	14:00:00	1817.94	1818.82	1817.08	1817.56	3308	0	37
2022.02.08	15:00:00	1817.55	1824.54	1817.29	1823.86	6688	0	37
2022.02.08	16:00:00	1823.86	1824.30	1819.88	1821.72	9291	0	37
2022.02.08	17:00:00	1821.70	1828.16	1821.62	1824.42	7642	0	37
2022.02.08	18:00:00	1824.42	1826.27	1824.22	1826.15	3812	0	37
2022.02.08	19:00:00	1826.15	1827.74	1826.15	1827.26	2412	0	37
2022.02.08	20:00:00	1827.26	1828.13	1825.86	1827.92	3470	0	37
2022.02.08	21:00:00	1827.94	1828.59	1826.62	1826.75	2770	0	37
2022.02.08	22:00:00	1826.75	1827.66	1826.35	1826.83	3876	0	37
2022.02.08	23:00:00	1826.77	1826.85	1825.53	1825.64	1034	0	37
2022.02.09	01:00:00	1825.34	1826.08	1825.11	1825.78	1282	0	37
2022.02.09	02:00:00	1825.77	1825.83	1824.90	1825.31	1432	0	37
2022.02.09	03:00:00	1825.31	1826.67	1824.99	1826.59	2797	0	37
2022.02.09	04:00:00	1826.59	1828.00	1826.20	1827.37	3923	0	37
2022.02.09	05:00:00	1827.37	1828.58	1827.37	1827.93	2823	0	37
2022.02.09	06:00:00	1827.93	1828.31	1827.07	1827.10	1526	0	37
2022.02.09	07:00:00	1827.10	1828.99	1826.95	1827.33	2787	0	37
2022.02.09	08:00:00	1827.33	1828.03	1826.30	1827.35	3849	0	37
2022.02.09	09:00:00	1827.35	1828.09	1825.57	1826.59	3843	0	37
2022.02.09	10:00:00	1826.59	1828.06	1826.07	1826.28	4599	0	37
2022.02.09	11:00:00	1826.23	1827.68	1826.04	1827.53	3112	0	37
2022.02.09	12:00:00	1827.56	1828.20	1826.61	1826.71	2541	0	37
2022.02.09	13:00:00	1826.71	1827.09	1825.49	1826.73	4128	0	37
2022.02.09	14:00:00	1826.73	1828.23	1826.03	1827.98	4344	0	37
2022.02.09	15:00:00	1827.97	1832.38	1825.78	1825.92	11099	0	37
2022.02.09	16:00:00	1825.92	1830.94	1824.45	1828.44	10285	0	37
2022.02.09	17:00:00	1828.44	1831.39	1827.12	1828.27	8768	0	37
2022.02.09	18:00:00	1828.27	1833.20	1828.13	1832.40	4974	0	37
2022.02.09	19:00:00	1832.40	1835.62	1832.40	1833.95	4626	0	37
2022.02.09	20:00:00	1833.95	1835.63	1833.66	1834.47	3378	0	37
2022.02.09	21:00:00	1834.47	1834.48	1832.91	1833.18	1990	0	37
2022.02.09	22:00:00	1833.18	1833.28	1830.99	1833.10	2861	0	37
2022.02.09	23:00:00	1833.09	1833.11	1832.23	1832.75	1026	0	37
2022.02.10	01:00:00	1832.74	1833.28	1832.38	1832.45	1106	0	37
2022.02.10	02:00:00	1832.46	1832.51	1831.34	1832.45	1579	0	37
2022.02.10	03:00:00	1832.44	1834.28	1831.95	1833.71	3516	0	37
2022.02.10	04:00:00	1833.71	1834.57	1833.26	1834.10	2902	0	37
2022.02.10	05:00:00	1834.13	1834.40	1833.53	1833.95	1428	0	37
2022.02.10	06:00:00	1833.95	1834.31	1833.66	1833.90	1653	0	37
2022.02.10	07:00:00	1833.90	1834.58	1833.33	1834.30	1633	0	37
2022.02.10	08:00:00	1834.30	1834.84	1833.56	1834.16	2657	0	37
2022.02.10	09:00:00	1834.15	1835.96	1833.63	1834.55	2849	0	37
2022.02.10	10:00:00	1834.57	1834.67	1830.22	1831.91	4862	0	37
2022.02.10	11:00:00	1831.91	1832.75	1830.67	1832.36	5058	0	37
2022.02.10	12:00:00	1832.37	1833.22	1831.91	1832.90	3554	0	37
2022.02.10	13:00:00	1832.89	1833.53	1832.11	1832.18	1926	0	37
2022.02.10	14:00:00	1832.20	1832.63	1830.49	1831.58	4400	0	37
2022.02.10	15:00:00	1831.58	1837.07	1821.41	1830.28	14561	0	37
2022.02.10	16:00:00	1830.28	1833.87	1825.11	1831.27	15443	0	37
2022.02.10	17:00:00	1831.27	1840.35	1830.04	1835.49	13167	0	37
2022.02.10	18:00:00	1835.49	1841.76	1835.20	1841.39	8704	0	37
2022.02.10	19:00:00	1841.39	1841.57	1831.86	1835.10	9088	0	37
2022.02.10	20:00:00	1835.10	1837.49	1833.34	1835.16	10248	0	37
2022.02.10	21:00:00	1835.16	1835.66	1828.63	1829.54	7737	0	37
2022.02.10	22:00:00	1829.61	1830.13	1826.42	1826.96	8329	0	37
2022.02.10	23:00:00	1826.98	1827.44	1825.54	1826.58	3692	0	37
2022.02.11	01:00:00	1826.32	1827.78	1826.08	1826.64	2585	0	37
2022.02.11	02:00:00	1826.65	1826.98	1824.57	1825.90	2726	0	37
2022.02.11	03:00:00	1825.83	1825.90	1823.61	1825.57	6646	0	37
2022.02.11	04:00:00	1825.57	1826.88	1824.75	1826.69	4750	0	37
2022.02.11	05:00:00	1826.67	1826.67	1824.72	1824.81	2635	0	37
2022.02.11	06:00:00	1824.81	1825.13	1822.90	1824.02	3709	0	37
2022.02.11	07:00:00	1824.02	1825.29	1823.57	1824.39	5073	0	37
2022.02.11	08:00:00	1824.39	1824.51	1821.79	1822.78	5590	0	37
2022.02.11	09:00:00	1822.78	1826.01	1820.76	1826.01	6917	0	37
2022.02.11	10:00:00	1825.96	1827.44	1825.10	1826.38	5438	0	37
2022.02.11	11:00:00	1826.38	1827.13	1825.06	1825.80	5310	0	37
2022.02.11	12:00:00	1825.80	1827.65	1825.01	1825.93	3914	0	37
2022.02.11	13:00:00	1825.93	1827.43	1825.10	1827.11	3643	0	37
2022.02.11	14:00:00	1827.13	1831.45	1825.51	1830.30	5784	0	37
2022.02.11	15:00:00	1830.30	1833.18	1824.77	1827.14	10172	0	37
2022.02.11	16:00:00	1827.15	1832.30	1827.02	1829.54	9961	0	37
2022.02.11	17:00:00	1829.72	1836.94	1829.56	1835.75	11666	0	37
2022.02.11	18:00:00	1835.73	1836.84	1832.59	1836.58	8171	0	37
2022.02.11	19:00:00	1836.57	1840.76	1836.36	1840.42	6132	0	37
2022.02.11	20:00:00	1840.40	1860.14	1839.24	1857.03	13307	0	37
2022.02.11	21:00:00	1857.04	1862.02	1851.30	1858.68	21135	0	37
2022.02.11	22:00:00	1858.70	1865.31	1857.37	1861.03	15991	0	37
2022.02.11	23:00:00	1861.02	1863.47	1857.31	1858.85	3565	0	37
2022.02.14	01:00:00	1861.07	1861.94	1855.12	1859.40	4908	0	37
2022.02.14	02:00:00	1859.40	1860.54	1857.52	1857.78	4550	0	37
2022.02.14	03:00:00	1857.79	1860.04	1856.84	1859.44	8902	0	37
2022.02.14	04:00:00	1859.44	1859.51	1853.77	1854.64	5104	0	37
2022.02.14	05:00:00	1854.64	1854.69	1852.05	1852.91	6021	0	37
2022.02.14	06:00:00	1852.91	1853.49	1851.31	1851.73	3789	0	37
2022.02.14	07:00:00	1851.73	1854.62	1851.42	1854.41	5497	0	37
2022.02.14	08:00:00	1854.41	1854.67	1851.41	1852.93	6376	0	37
